failure_event_id,asset_id,location_id,event_time,failure_mode,suspected_cause,weather_context,downtime_hours,linked_work_order_id
FE0001958,AST000214,LOC0020,2024-06-07 03:40:30,Insulation fault,Wear & Tear,Clear,8.07,WO0000431
FE0001959,AST000177,LOC0004,2023-08-14 10:19:45,Obstruction,Wear & Tear,Clear,26.63,WO0005497
FE0001960,AST000999,LOC0012,2025-12-24 13:17:07,Interlocking fault,Water Ingress,High Humidity,11.22,WO0007865
FE0001961,AST000031,LOC0025,2023-12-12 08:27:00,Propulsion fault,Vandalism,Heat Wave,11.38,WO0008628
FE0001962,AST000008,LOC0016,2024-01-28 00:28:43,Brake issue,Improper Adjustment,Rain,2.28,
FE0001963,AST000879,LOC0023,2025-03-19 10:26:38,Door fault,Unknown,Clear,5.98,WO0008917
FE0001964,AST001046,LOC0006,2024-10-11 17:50:02,Door fault,Wear & Tear,Clear,12.9,
FE0001965,AST000365,LOC0005,2023-12-15 23:49:06,Motor failure,Wear & Tear,Rain,4.53,WO0003789
FE0001966,AST000742,LOC0019,2023-11-16 12:34:43,Track circuit failure,Water Ingress,Rain,3.83,WO0004564
FE0001967,AST001059,LOC0003,2023-10-30 00:19:10,Door fault,Water Ingress,Rain,4.46,WO0003633
FE0001968,AST000628,LOC0010,2023-09-16 09:06:56,Heater failure,Wear & Tear,Rain,8.18,WO0001019
FE0001969,AST001137,LOC0011,2023-09-04 05:37:53,Obstruction,Wear & Tear,Clear,8.22,
FE0001970,AST000087,LOC0003,2024-11-14 15:01:45,Insulation breakdown,Wear & Tear,Clear,6.41,WO0007064
FE0001971,AST000282,LOC0001,2025-04-28 17:15:56,Short circuit,Unknown,Clear,12.44,WO0001449
FE0001972,AST000737,LOC0024,2025-03-07 15:03:03,Insulation breakdown,Debris,Clear,7.19,WO0003049
FE0001973,AST000118,LOC0003,2025-05-15 12:21:10,Motor failure,Power Quality,High Humidity,5.88,WO0004463
FE0001974,AST000031,LOC0025,2024-02-02 13:35:16,Brake issue,Wear & Tear,Clear,13.2,WO0008436
FE0001975,AST000018,LOC0015,2023-08-25 05:49:50,Water intrusion,Design Limitation,High Humidity,15.28,WO0003036
FE0001976,AST001049,LOC0017,2023-05-09 18:14:38,HVAC failure,Improper Adjustment,Clear,6.66,
FE0001977,AST000602,LOC0014,2025-07-08 16:32:52,Door fault,Wear & Tear,Clear,8.55,
FE0001978,AST001165,LOC0002,2023-08-06 21:38:31,Heater failure,Vandalism,Snow,3.75,
FE0001979,AST000244,LOC0012,2024-02-19 00:45:40,Propulsion fault,Unknown,Clear,2.22,
FE0001980,AST000541,LOC0013,2024-12-05 23:31:45,Short circuit,Wear & Tear,Clear,6.64,
FE0001981,AST000010,LOC0007,2024-01-23 14:31:54,Door fault,Wear & Tear,Rain,6.65,WO0008401
FE0001982,AST000417,LOC0014,2023-12-10 01:19:12,Sensor fault,Improper Adjustment,Clear,4.27,WO0005252
FE0001983,AST000976,LOC0003,2025-07-11 13:48:18,Door fault,Vandalism,Snow,16.59,WO0003534
FE0001984,AST000875,LOC0017,2023-07-20 19:33:37,Motor failure,Improper Adjustment,Rain,7.9,WO0007853
FE0001985,AST000969,LOC0025,2024-07-07 04:11:17,Alignment issue,Wear & Tear,Clear,15.42,WO0000285
FE0001986,AST001131,LOC0003,2023-08-28 12:40:59,Hydraulic leak,Water Ingress,Clear,7.56,WO0005392
FE0001987,AST000723,LOC0020,2025-03-03 18:08:02,Trip event,Wear & Tear,Rain,5.87,WO0003272
FE0001988,AST001101,LOC0022,2025-12-27 23:10:20,Propulsion fault,Vandalism,Rain,26.38,WO0007772
FE0001989,AST000296,LOC0012,2023-10-16 11:35:22,Brake issue,Wear & Tear,Clear,6.5,
FE0001990,AST000659,LOC0017,2023-02-19 09:28:01,Door fault,Unknown,Clear,10.14,WO0001589
FE0001991,AST000775,LOC0007,2023-08-13 04:08:53,Door fault,Water Ingress,High Humidity,18.67,WO0008357
FE0001992,AST000607,LOC0001,2023-05-13 00:34:31,Vibration high,Debris,Clear,11.67,WO0007904
FE0001993,AST000766,LOC0019,2023-06-08 16:53:07,Brake issue,Improper Adjustment,Clear,4.55,WO0005345
FE0001994,AST000629,LOC0015,2025-05-30 02:03:28,Obstruction,Wear & Tear,Clear,9.17,WO0001531
FE0001995,AST001147,LOC0015,2024-03-29 16:58:01,Alignment issue,Improper Adjustment,Rain,5.4,
FE0001996,AST000932,LOC0007,2025-05-02 19:08:32,Relay failure,Improper Adjustment,Clear,4.51,WO0000649
FE0001997,AST000743,LOC0019,2024-11-13 10:02:54,Relay failure,Wear & Tear,Clear,3.99,WO0004752
FE0001998,AST000442,LOC0016,2024-04-08 06:34:58,Water intrusion,Vandalism,Clear,0.94,WO0001398
FE0001999,AST000278,LOC0012,2025-02-15 22:04:31,Door fault,Design Limitation,Clear,17.97,WO0007271
FE0002000,AST000666,LOC0013,2023-02-20 17:59:01,Relay failure,Water Ingress,High Humidity,6.58,WO0008310
FE0002001,AST000477,LOC0014,2023-05-07 06:48:30,Communication loss,Wear & Tear,Clear,4.69,WO0004454
FE0002002,AST001145,LOC0021,2023-08-24 04:54:23,Communication loss,Wear & Tear,High Humidity,6.01,WO0000621
FE0002003,AST000580,LOC0011,2023-06-13 11:06:16,Insulation breakdown,Water Ingress,Snow,5.53,
FE0002004,AST000961,LOC0009,2023-10-07 07:37:26,Brake issue,Wear & Tear,High Humidity,2.39,
FE0002005,AST000520,LOC0013,2024-11-30 15:36:23,HVAC failure,Wear & Tear,Clear,2.63,WO0002936
FE0002006,AST000553,LOC0004,2024-05-01 18:17:38,Motor failure,Vandalism,Clear,18.7,WO0003400
FE0002007,AST000011,LOC0025,2025-09-22 22:22:16,Motor failure,Water Ingress,Clear,7.1,WO0006124
FE0002008,AST001196,LOC0017,2025-05-07 13:54:32,Door fault,Improper Adjustment,Clear,1.88,WO0004123
FE0002009,AST000323,LOC0025,2025-03-30 22:49:30,Sensor fault,Improper Adjustment,Clear,3.13,WO0000372
FE0002010,AST000616,LOC0021,2025-07-13 16:45:46,Power loss,Vandalism,Rain,7.01,
FE0002011,AST001175,LOC0001,2025-07-18 16:48:24,Communication loss,Wear & Tear,Rain,6.54,WO0004582
FE0002012,AST000377,LOC0023,2023-01-06 08:07:51,Propulsion fault,Wear & Tear,Heat Wave,4.48,WO0005111
FE0002013,AST000025,LOC0025,2023-08-20 23:26:41,Short circuit,Wear & Tear,Snow,2.24,WO0002327
FE0002014,AST000168,LOC0005,2023-04-09 05:42:32,Step chain issue,Vandalism,Clear,3.36,WO0008145
FE0002015,AST000829,LOC0008,2025-09-12 10:18:25,Brake issue,Improper Adjustment,Clear,8.9,WO0007947
FE0002016,AST000704,LOC0008,2023-04-26 05:41:34,Door fault,Water Ingress,Rain,3.96,WO0008718
FE0002017,AST000507,LOC0024,2024-01-29 09:39:13,Communication loss,Power Quality,High Humidity,6.13,WO0003510
FE0002018,AST001180,LOC0025,2023-07-14 14:04:35,Power loss,Power Quality,Clear,23.57,WO0001129
FE0002019,AST001169,LOC0022,2024-09-24 22:48:43,HVAC failure,Wear & Tear,Clear,10.6,
FE0002020,AST000229,LOC0018,2024-04-24 13:13:28,Bearing failure,Wear & Tear,Rain,7.1,WO0004486
FE0002021,AST000692,LOC0002,2025-08-22 21:04:10,Door fault,Vandalism,Clear,5.89,WO0003513
FE0002022,AST000789,LOC0018,2024-12-10 16:57:48,Control board fault,Vandalism,Rain,8.05,
FE0002023,AST000108,LOC0021,2023-08-01 04:30:02,Overheating,Debris,Rain,5.92,WO0000075
FE0002024,AST000351,LOC0020,2025-08-02 16:24:34,Motor issue,Wear & Tear,Rain,12.87,
FE0002025,AST000204,LOC0019,2025-11-23 20:37:52,Insulation fault,Unknown,Clear,20.15,WO0002064
FE0002026,AST000687,LOC0012,2024-08-21 05:16:32,Track circuit failure,Water Ingress,Snow,8.63,WO0004553
FE0002027,AST000888,LOC0001,2025-08-12 17:02:16,Door fault,Vandalism,Clear,7.35,WO0004390
FE0002028,AST000878,LOC0003,2025-06-18 11:21:55,Sensor fault,Power Quality,High Humidity,12.83,WO0007633
FE0002029,AST000094,LOC0014,2023-02-18 08:40:47,Track circuit failure,Improper Adjustment,Clear,6.74,WO0007634
FE0002030,AST000254,LOC0011,2024-07-03 09:59:29,Interlocking fault,Wear & Tear,Clear,10.71,WO0008197
FE0002031,AST000848,LOC0001,2025-03-22 02:50:08,Bond wire issue,Power Quality,Clear,13.48,WO0006182
FE0002032,AST000293,LOC0009,2024-11-24 17:43:18,Trip event,Design Limitation,Clear,3.83,WO0003314
FE0002033,AST001016,LOC0004,2025-07-02 03:27:59,Interlocking fault,Water Ingress,Heat Wave,8.97,WO0007594
FE0002034,AST000684,LOC0022,2024-01-16 07:31:08,Control board fault,Power Quality,Clear,15.61,WO0003846
FE0002035,AST000095,LOC0013,2024-10-25 08:53:42,Propulsion fault,Wear & Tear,Clear,4.34,WO0003948
FE0002036,AST000519,LOC0018,2024-08-10 03:10:57,Trip event,Wear & Tear,Heat Wave,9.09,WO0007340
FE0002037,AST000987,LOC0003,2024-07-31 19:18:27,Insulation fault,Improper Adjustment,Clear,1.91,WO0007109
FE0002038,AST000897,LOC0009,2024-10-04 09:04:11,Overheating,Unknown,Clear,2.92,WO0006379
FE0002039,AST000745,LOC0019,2025-02-08 12:19:28,Handrail failure,Unknown,Clear,12.53,WO0004740
FE0002040,AST000321,LOC0018,2024-10-07 18:05:02,Communication loss,Wear & Tear,Clear,4.71,WO0007733
FE0002041,AST001103,LOC0013,2023-07-26 19:08:56,HVAC failure,Power Quality,Clear,7.27,WO0008419
FE0002042,AST000065,LOC0014,2024-04-28 01:41:08,Communication loss,Wear & Tear,Snow,0.9,WO0007095
FE0002043,AST000373,LOC0025,2025-03-20 07:42:05,Interlocking fault,Wear & Tear,High Humidity,14.17,
FE0002044,AST000672,LOC0004,2024-03-07 00:24:41,Motor failure,Power Quality,Clear,4.58,WO0003861
FE0002045,AST000425,LOC0005,2025-04-16 14:00:49,Relay failure,Wear & Tear,Clear,5.49,
FE0002046,AST000979,LOC0001,2023-12-08 08:58:33,Motor failure,Wear & Tear,Clear,3.7,WO0003745
FE0002047,AST000766,LOC0019,2025-08-15 20:51:55,Door fault,Debris,Rain,7.11,WO0005345
FE0002048,AST000340,LOC0014,2023-02-27 02:15:26,Motor issue,Improper Adjustment,Clear,5.87,WO0003944
FE0002049,AST000589,LOC0021,2025-04-23 06:24:01,Insulation breakdown,Vandalism,Clear,2.42,
FE0002050,AST000269,LOC0016,2023-03-25 00:57:31,Door fault,Improper Adjustment,Snow,2.66,
FE0002051,AST000434,LOC0009,2023-11-02 07:34:08,Relay failure,Wear & Tear,Rain,3.39,WO0004954
FE0002052,AST000928,LOC0006,2025-09-08 21:14:05,Control failure,Wear & Tear,Clear,3.13,WO0008792
FE0002053,AST000487,LOC0016,2024-02-24 21:59:17,Motor issue,Wear & Tear,Clear,8.08,WO0007473
FE0002054,AST000723,LOC0020,2023-10-17 12:42:41,Trip event,Wear & Tear,Clear,6.7,WO0007855
FE0002055,AST000723,LOC0020,2025-11-03 18:21:50,Insulation fault,Unknown,Clear,8.04,
FE0002056,AST000990,LOC0001,2024-06-27 00:45:08,Water intrusion,Improper Adjustment,Clear,2.22,WO0001918
FE0002057,AST000380,LOC0013,2025-12-01 16:47:01,Propulsion fault,Wear & Tear,High Humidity,3.38,WO0001546
FE0002058,AST000230,LOC0024,2025-04-23 23:55:06,Vibration high,Wear & Tear,Clear,2.54,WO0007771
FE0002059,AST001164,LOC0023,2024-08-24 20:04:57,HVAC failure,Vandalism,Rain,8.44,WO0004854
FE0002060,AST000526,LOC0020,2024-02-14 11:49:42,Motor issue,Water Ingress,Snow,17.87,WO0006332
FE0002061,AST000056,LOC0014,2024-06-15 09:30:33,Propulsion fault,Power Quality,Clear,2.72,WO0003271
FE0002062,AST000990,LOC0001,2024-06-01 09:31:00,Insulation breakdown,Wear & Tear,Clear,2.8,WO0001900
FE0002063,AST000040,LOC0024,2023-12-15 19:20:38,Motor issue,Improper Adjustment,Clear,0.86,
FE0002064,AST000753,LOC0008,2024-10-31 10:57:26,Step chain issue,Water Ingress,Clear,7.19,
FE0002065,AST000490,LOC0009,2024-11-19 04:17:07,Bond wire issue,Wear & Tear,Clear,4.25,WO0001898
FE0002066,AST000993,LOC0020,2023-04-18 20:12:16,Brake issue,Power Quality,Clear,11.76,
FE0002067,AST001136,LOC0010,2024-05-03 22:13:41,Track circuit failure,Improper Adjustment,High Humidity,16.1,WO0006846
FE0002068,AST000102,LOC0008,2025-10-31 06:44:39,Door fault,Wear & Tear,Rain,4.87,
FE0002069,AST000216,LOC0013,2025-07-11 01:49:02,Bond wire issue,Wear & Tear,Clear,8.16,WO0005232
FE0002070,AST000858,LOC0015,2025-01-08 05:06:45,Interlocking fault,Wear & Tear,Clear,1.28,
FE0002071,AST000780,LOC0011,2023-12-30 23:09:30,Propulsion fault,Wear & Tear,High Humidity,6.64,WO0001889
FE0002072,AST000050,LOC0013,2024-12-23 20:10:58,Obstruction,Debris,Clear,14.11,WO0001402
FE0002073,AST000390,LOC0006,2025-09-23 06:24:05,Power loss,Improper Adjustment,Clear,9.98,WO0003434
FE0002074,AST000488,LOC0021,2025-01-30 20:29:10,Bond wire issue,Power Quality,Clear,6.72,WO0000814
FE0002075,AST000241,LOC0002,2025-12-10 22:18:39,Alignment issue,Water Ingress,Rain,7.48,WO0003756
FE0002076,AST000715,LOC0023,2025-04-15 12:22:01,Door fault,Water Ingress,Rain,6.2,WO0005026
FE0002077,AST000462,LOC0010,2025-12-18 07:56:36,Door fault,Wear & Tear,Clear,9.04,
FE0002078,AST000179,LOC0006,2023-03-04 11:34:36,Door fault,Design Limitation,Clear,5.76,WO0004547
FE0002079,AST001101,LOC0022,2025-06-04 14:34:04,HVAC failure,Wear & Tear,Rain,17.08,WO0007772
FE0002080,AST000377,LOC0023,2025-01-02 23:34:14,Propulsion fault,Power Quality,Clear,7.94,WO0005111
FE0002081,AST000038,LOC0020,2024-10-02 07:39:06,HVAC failure,Wear & Tear,Clear,10.83,WO0005053
FE0002082,AST000983,LOC0001,2024-06-29 00:13:19,Bond wire issue,Wear & Tear,Heat Wave,10.09,WO0007796
FE0002083,AST000997,LOC0001,2023-05-03 22:43:00,Short circuit,Wear & Tear,Clear,8.0,WO0000067
FE0002084,AST001189,LOC0012,2023-01-28 08:37:33,Vibration high,Water Ingress,Clear,3.89,WO0008059
FE0002085,AST000193,LOC0011,2024-07-16 07:03:22,Step chain issue,Wear & Tear,Clear,0.96,
FE0002086,AST001025,LOC0016,2023-09-13 10:47:43,Interlocking fault,Vandalism,Clear,8.09,WO0001183
FE0002087,AST000541,LOC0013,2025-12-10 18:42:12,Water intrusion,Wear & Tear,Clear,9.44,
FE0002088,AST000377,LOC0023,2024-11-21 16:15:18,Propulsion fault,Wear & Tear,Clear,23.62,WO0005111
FE0002089,AST000338,LOC0020,2024-07-11 12:51:42,Communication loss,Water Ingress,Snow,19.62,
FE0002090,AST000065,LOC0014,2023-01-06 11:29:33,Track circuit failure,Improper Adjustment,Clear,10.33,
FE0002091,AST000301,LOC0011,2025-03-17 03:44:50,Bearing failure,Power Quality,Heat Wave,7.23,WO0007178
FE0002092,AST000773,LOC0007,2025-02-10 01:42:53,Trip event,Design Limitation,Rain,4.67,WO0003994
FE0002093,AST000032,LOC0005,2023-04-14 19:29:37,Bond wire issue,Water Ingress,Clear,4.3,WO0005735
FE0002094,AST000343,LOC0014,2024-12-31 09:25:37,Step chain issue,Wear & Tear,Clear,6.76,WO0004785
FE0002095,AST000045,LOC0016,2025-11-16 23:21:58,Hydraulic leak,Water Ingress,Clear,2.79,WO0007062
FE0002096,AST000582,LOC0012,2025-12-09 07:57:42,Propulsion fault,Wear & Tear,High Humidity,0.32,
FE0002097,AST001100,LOC0019,2025-07-10 20:51:16,Trip event,Unknown,Clear,2.71,
FE0002098,AST000788,LOC0020,2023-07-27 03:22:11,Sensor fault,Wear & Tear,Clear,11.29,WO0000468
FE0002099,AST000144,LOC0015,2023-11-30 12:34:25,Communication loss,Power Quality,Snow,1.31,
FE0002100,AST000928,LOC0006,2024-05-28 21:11:38,Control failure,Wear & Tear,Clear,1.38,WO0008792
FE0002101,AST000687,LOC0012,2024-03-29 13:25:17,Track circuit failure,Vandalism,Clear,8.37,WO0001594
FE0002102,AST000592,LOC0018,2024-12-19 16:07:54,Handrail failure,Wear & Tear,Clear,4.17,
FE0002103,AST001137,LOC0011,2025-04-12 23:44:19,Obstruction,Wear & Tear,Heat Wave,6.1,
FE0002104,AST000051,LOC0005,2023-12-21 01:51:45,Propulsion fault,Wear & Tear,Clear,9.02,
FE0002105,AST000085,LOC0009,2025-03-25 17:07:48,Control board fault,Wear & Tear,High Humidity,14.71,WO0002759
FE0002106,AST000926,LOC0025,2023-02-25 08:54:39,Handrail failure,Vandalism,Clear,5.75,WO0001741
FE0002107,AST001017,LOC0015,2024-05-01 09:05:15,Relay failure,Power Quality,Clear,7.57,WO0001571
FE0002108,AST000740,LOC0005,2025-03-08 01:25:05,Bond wire issue,Wear & Tear,Clear,23.77,
FE0002109,AST000365,LOC0005,2025-04-04 22:37:04,Alignment issue,Water Ingress,Clear,2.18,WO0003789
FE0002110,AST000514,LOC0008,2025-08-03 22:51:06,Communication loss,Wear & Tear,Clear,31.49,
FE0002111,AST000847,LOC0008,2025-06-30 13:11:27,Insulation breakdown,Debris,Rain,13.79,
FE0002112,AST001002,LOC0011,2025-12-08 07:59:42,Short circuit,Design Limitation,Snow,6.56,WO0007339
FE0002113,AST001144,LOC0002,2024-05-01 13:20:26,Interlocking fault,Wear & Tear,Rain,5.17,WO0001278
FE0002114,AST001101,LOC0022,2023-10-02 08:09:42,Propulsion fault,Water Ingress,Snow,14.12,WO0002653
FE0002115,AST000913,LOC0009,2025-07-31 19:10:03,Sensor fault,Water Ingress,Clear,6.71,WO0002805
FE0002116,AST000997,LOC0001,2023-12-01 14:26:32,Water intrusion,Water Ingress,Clear,4.33,WO0006927
FE0002117,AST000705,LOC0018,2024-01-19 10:23:47,Relay failure,Power Quality,Clear,21.47,
FE0002118,AST001196,LOC0017,2025-10-19 08:15:03,Sensor fault,Wear & Tear,Rain,10.26,WO0004123
FE0002119,AST000161,LOC0008,2023-07-30 10:31:04,Door fault,Wear & Tear,High Humidity,11.98,WO0001721
FE0002120,AST000392,LOC0021,2024-11-21 14:44:02,HVAC failure,Vandalism,Clear,5.66,WO0007934
FE0002121,AST000922,LOC0005,2023-11-09 13:53:33,Relay failure,Wear & Tear,Rain,9.83,WO0001203
FE0002122,AST000320,LOC0007,2025-03-03 04:05:04,Insulation breakdown,Wear & Tear,High Humidity,2.5,WO0002355
FE0002123,AST000134,LOC0011,2023-01-10 08:43:10,Sensor fault,Water Ingress,Clear,12.08,WO0005685
FE0002124,AST000827,LOC0017,2025-10-24 07:49:07,Brake issue,Wear & Tear,Clear,7.86,
FE0002125,AST000101,LOC0005,2023-06-09 15:19:47,Propulsion fault,Wear & Tear,Clear,5.03,
FE0002126,AST000633,LOC0002,2024-01-29 15:27:22,Short circuit,Unknown,Clear,5.99,
FE0002127,AST000168,LOC0005,2024-02-07 20:30:14,Handrail failure,Wear & Tear,Rain,13.3,
FE0002128,AST000748,LOC0001,2023-01-24 21:23:03,Bond wire issue,Water Ingress,Rain,4.01,WO0001168
FE0002129,AST000058,LOC0004,2024-12-28 21:04:28,Door fault,Improper Adjustment,Heat Wave,4.35,
FE0002130,AST000161,LOC0008,2024-12-10 07:27:30,Sensor fault,Vandalism,Clear,5.77,
FE0002131,AST000911,LOC0017,2023-04-02 21:48:54,Alignment issue,Unknown,Snow,8.04,WO0006268
FE0002132,AST000228,LOC0013,2025-02-22 01:18:03,Water intrusion,Wear & Tear,Clear,5.7,
FE0002133,AST000708,LOC0019,2023-11-11 19:35:04,Bond wire issue,Water Ingress,Snow,5.86,
FE0002134,AST000644,LOC0019,2025-06-22 02:48:01,Control failure,Wear & Tear,Clear,11.62,WO0007818
FE0002135,AST000591,LOC0007,2024-09-19 23:27:01,Alignment issue,Wear & Tear,High Humidity,0.5,WO0007166
FE0002136,AST000632,LOC0014,2024-01-17 08:36:48,Motor issue,Debris,Rain,10.21,
FE0002137,AST000108,LOC0021,2023-04-18 09:23:23,Overheating,Vandalism,High Humidity,14.24,
FE0002138,AST000802,LOC0023,2024-05-26 05:14:28,Alignment issue,Water Ingress,Snow,6.32,WO0008865
FE0002139,AST000323,LOC0025,2023-11-25 05:08:30,Hydraulic leak,Water Ingress,Rain,18.35,WO0007738
FE0002140,AST000957,LOC0010,2025-01-21 23:12:30,Interlocking fault,Design Limitation,Heat Wave,1.91,WO0003773
FE0002141,AST000543,LOC0024,2023-09-08 08:00:55,Communication loss,Wear & Tear,Rain,6.48,WO0001902
FE0002142,AST000666,LOC0013,2024-11-02 23:15:03,Relay failure,Wear & Tear,Clear,12.95,WO0005268
FE0002143,AST001066,LOC0004,2023-07-28 20:05:14,Interlocking fault,Unknown,Rain,7.92,WO0000670
FE0002144,AST000303,LOC0001,2024-06-21 18:28:51,Propulsion fault,Water Ingress,Clear,7.65,WO0008104
FE0002145,AST000050,LOC0013,2023-02-11 11:32:07,Alignment issue,Power Quality,Clear,4.6,
FE0002146,AST001146,LOC0013,2025-11-19 06:00:35,Relay failure,Vandalism,Heat Wave,20.19,WO0002973
FE0002147,AST000323,LOC0025,2025-10-18 18:25:56,Sensor fault,Wear & Tear,Rain,6.74,WO0006772
FE0002148,AST000799,LOC0023,2023-10-25 04:18:26,Obstruction,Wear & Tear,Snow,6.15,WO0008662
FE0002149,AST001090,LOC0002,2025-10-10 19:11:49,Bond wire issue,Debris,High Humidity,7.95,WO0004705
FE0002150,AST001181,LOC0022,2023-07-03 18:24:34,Propulsion fault,Vandalism,Clear,5.4,WO0001574
FE0002151,AST000433,LOC0019,2024-07-14 06:49:44,Bond wire issue,Water Ingress,Clear,24.2,
FE0002152,AST000968,LOC0014,2023-06-20 13:27:31,Sensor fault,Wear & Tear,Clear,3.12,WO0006321
FE0002153,AST000677,LOC0014,2024-07-04 15:57:01,Bond wire issue,Wear & Tear,Rain,2.83,WO0004955
FE0002154,AST000752,LOC0009,2025-09-11 20:36:36,Motor failure,Wear & Tear,Clear,1.97,WO0007056
FE0002155,AST000628,LOC0010,2023-01-24 18:45:53,Obstruction,Wear & Tear,Rain,6.07,WO0001019
FE0002156,AST001137,LOC0011,2023-01-06 02:19:48,Obstruction,Power Quality,Snow,5.3,WO0003492
FE0002157,AST001144,LOC0002,2023-10-19 07:42:20,Track circuit failure,Improper Adjustment,Rain,2.9,WO0005478
FE0002158,AST000846,LOC0006,2023-09-15 18:40:34,Sensor fault,Improper Adjustment,Clear,1.54,WO0003718
FE0002159,AST000760,LOC0023,2025-04-26 15:19:27,Obstruction,Water Ingress,Clear,1.81,WO0008965
FE0002160,AST000045,LOC0016,2024-02-21 13:00:28,Sensor fault,Unknown,Rain,21.03,WO0005609
FE0002161,AST000158,LOC0014,2025-08-18 19:08:16,Alignment issue,Improper Adjustment,Clear,3.12,WO0008065
FE0002162,AST000517,LOC0024,2024-03-30 02:31:46,Track circuit failure,Wear & Tear,Rain,1.48,WO0002131
FE0002163,AST000010,LOC0007,2025-04-17 06:23:31,Propulsion fault,Water Ingress,Clear,9.93,
FE0002164,AST000161,LOC0008,2025-07-15 22:17:58,Sensor fault,Design Limitation,High Humidity,8.08,WO0005385
FE0002165,AST000320,LOC0007,2024-05-30 04:56:17,Insulation breakdown,Wear & Tear,Clear,3.29,WO0007646
FE0002166,AST000336,LOC0008,2024-02-29 14:14:54,Bond wire issue,Wear & Tear,Clear,16.58,WO0001786
FE0002167,AST000507,LOC0024,2024-10-25 18:22:47,Interlocking fault,Water Ingress,Clear,4.35,WO0004047
FE0002168,AST000180,LOC0009,2025-10-09 00:53:15,HVAC failure,Power Quality,Clear,4.94,WO0007600
FE0002169,AST000927,LOC0023,2024-02-21 23:37:14,Obstruction,Wear & Tear,Clear,7.79,WO0007210
FE0002170,AST001024,LOC0008,2023-01-08 14:24:28,Propulsion fault,Debris,Clear,6.42,WO0007980
FE0002171,AST001078,LOC0009,2024-09-24 20:50:32,Communication loss,Improper Adjustment,High Humidity,3.45,
FE0002172,AST000344,LOC0025,2024-05-05 16:28:23,Door fault,Wear & Tear,Heat Wave,9.87,
FE0002173,AST000045,LOC0016,2024-07-28 01:40:12,Sensor fault,Improper Adjustment,Clear,1.5,WO0008079
FE0002174,AST000349,LOC0005,2025-06-27 08:31:08,Communication loss,Debris,Clear,15.17,WO0007417
FE0002175,AST000650,LOC0003,2025-08-18 20:51:39,Control failure,Design Limitation,Clear,7.73,WO0005719
FE0002176,AST001002,LOC0011,2024-01-27 08:19:14,Water intrusion,Water Ingress,Clear,17.39,
FE0002177,AST001067,LOC0003,2023-12-21 05:18:04,Door fault,Water Ingress,Clear,6.63,WO0004016
FE0002178,AST001052,LOC0008,2024-06-05 03:02:48,Relay failure,Design Limitation,Clear,6.71,WO0002397
FE0002179,AST000131,LOC0011,2025-01-13 01:37:03,Track circuit failure,Water Ingress,Rain,5.94,WO0002954
FE0002180,AST000301,LOC0011,2025-04-24 21:49:53,Bearing failure,Debris,Heat Wave,10.42,WO0007712
FE0002181,AST000950,LOC0012,2023-10-06 06:02:06,Obstruction,Water Ingress,Rain,8.47,
FE0002182,AST000793,LOC0013,2025-09-25 16:04:17,Alignment issue,Wear & Tear,Clear,0.25,WO0006998
FE0002183,AST000489,LOC0007,2023-04-28 07:14:52,Control board fault,Improper Adjustment,Rain,8.76,WO0005274
FE0002184,AST001200,LOC0009,2023-06-06 03:12:13,Door fault,Improper Adjustment,High Humidity,2.25,WO0000062
FE0002185,AST000419,LOC0003,2025-06-01 00:49:55,Propulsion fault,Vandalism,Clear,4.94,WO0002874
FE0002186,AST001002,LOC0011,2023-05-01 01:04:31,Bond wire issue,Power Quality,Clear,14.41,WO0004540
FE0002187,AST000656,LOC0012,2025-09-28 19:18:42,Heater failure,Unknown,Clear,2.96,
FE0002188,AST000565,LOC0015,2025-01-17 20:52:55,Door fault,Power Quality,Clear,16.61,WO0004965
FE0002189,AST000183,LOC0004,2023-08-18 06:13:23,Short circuit,Wear & Tear,Clear,11.16,
FE0002190,AST001150,LOC0017,2023-12-01 15:58:29,Door fault,Design Limitation,Clear,10.9,WO0002240
FE0002191,AST000671,LOC0001,2024-04-03 13:40:14,HVAC failure,Debris,High Humidity,2.9,WO0008101
FE0002192,AST000734,LOC0013,2023-01-30 09:12:02,Handrail failure,Water Ingress,Rain,4.87,WO0006684
FE0002193,AST000935,LOC0002,2025-07-16 17:29:48,Obstruction,Power Quality,Clear,12.56,WO0000237
FE0002194,AST000338,LOC0020,2024-10-22 00:56:46,Communication loss,Water Ingress,Clear,6.22,WO0002096
FE0002195,AST000108,LOC0021,2024-10-23 21:18:47,Insulation fault,Wear & Tear,Clear,4.63,WO0002772
FE0002196,AST000152,LOC0007,2023-09-01 13:22:56,Propulsion fault,Wear & Tear,High Humidity,9.58,WO0007922
FE0002197,AST000793,LOC0013,2024-04-28 13:26:56,Heater failure,Wear & Tear,High Humidity,8.26,WO0004580
FE0002198,AST000837,LOC0009,2025-03-21 06:29:39,Vibration high,Improper Adjustment,Clear,4.89,
FE0002199,AST000409,LOC0020,2023-01-09 21:58:00,Hydraulic leak,Improper Adjustment,Snow,24.27,WO0005650
FE0002200,AST000083,LOC0009,2025-07-01 11:08:50,Door fault,Water Ingress,Clear,7.93,
FE0002201,AST000213,LOC0023,2024-10-07 19:39:09,Communication loss,Wear & Tear,Rain,3.75,WO0007729
FE0002202,AST001150,LOC0017,2025-01-22 20:18:30,Door fault,Water Ingress,Clear,5.13,WO0002240
