work_order_id,asset_id,location_id,work_order_type,priority,status,request_channel,created_at,completed_at,assigned_technician_id,planned_hours,labor_cost_usd,parts_cost_usd,total_cost_usd
WO0008183,AST000422,LOC0017,Corrective,P3,Backlog,Mobile,2023-01-07 14:05:33,,TECH0034,1.91,111.08,260.76,371.84
WO0008184,AST000736,LOC0005,Preventive,P1,Closed,Auto Alert,2023-07-08 03:24:40,2023-07-18 03:24:40,TECH0010,1.61,115.65,71.85,187.5
WO0008185,AST000227,LOC0014,Inspection,P4,Closed,Mobile,2025-05-16 00:54:56,2025-06-04 00:54:56,TECH0031,4.89,336.98,10.94,347.92
WO0008186,AST000497,LOC0001,Corrective,P2,Closed,Phone,2024-11-11 18:39:02,2024-11-25 18:39:02,TECH0035,5.06,365.37,159.83,525.2
WO0008187,AST000469,LOC0016,Preventive,P2,Closed,Phone,2024-10-24 18:57:16,2024-11-02 18:57:16,TECH0033,2.77,215.48,45.85,261.33
WO0008188,AST000689,LOC0014,Corrective,P2,Backlog,Web,2025-12-19 13:10:50,,TECH0013,19.32,1157.68,68.92,1226.6
WO0008189,AST000396,LOC0016,Preventive,P1,Closed,Mobile,2023-09-08 02:06:16,2023-09-22 02:06:16,TECH0018,12.1,941.22,206.81,1148.03
WO0008190,AST000258,LOC0013,Inspection,P2,Cancelled,Web,2025-09-09 02:01:47,,TECH0037,1.94,140.51,29.82,170.33
WO0008191,AST000446,LOC0014,Corrective,P3,Closed,Mobile,2024-01-24 22:39:14,2024-01-26 22:39:14,TECH0060,0.5,26.54,64.28,90.82
WO0008192,AST000917,LOC0017,Corrective,P3,Backlog,Phone,2025-10-09 17:01:03,,TECH0066,6.52,530.44,344.81,875.25
WO0008193,AST000043,LOC0018,Corrective,P3,Closed,Web,2025-05-07 13:46:16,2025-05-24 13:46:16,TECH0016,3.04,181.12,176.79,357.91
WO0008194,AST000651,LOC0017,Preventive,P2,In Progress,Web,2023-08-22 14:49:59,,TECH0001,8.89,595.09,57.88,652.97
WO0008195,AST000673,LOC0018,Preventive,P2,In Progress,Phone,2023-08-18 06:43:08,,TECH0024,9.35,629.93,64.76,694.69
WO0008196,AST000989,LOC0012,Emergency,P3,Closed,Auto Alert,2024-08-16 20:09:32,2024-08-27 20:09:32,TECH0026,7.44,411.94,151.21,563.15
WO0008197,AST000254,LOC0011,Corrective,P3,Closed,Web,2024-07-04 12:20:41,2024-07-18 12:20:41,TECH0031,3.61,265.68,157.79,423.47
WO0008198,AST000441,LOC0018,Corrective,P2,In Progress,Auto Alert,2023-09-15 03:21:32,,TECH0044,6.33,383.39,250.9,634.29
WO0008199,AST000047,LOC0017,Preventive,P4,Closed,Mobile,2023-10-13 02:40:49,2023-10-16 02:40:49,TECH0018,2.68,139.9,194.52,334.42
WO0008200,AST000230,LOC0024,Emergency,P1,Closed,Web,2025-09-11 20:52:52,2025-09-22 20:52:52,TECH0035,18.43,1046.11,70.14,1116.25
WO0008201,AST000884,LOC0013,Inspection,P1,Closed,Mobile,2025-04-05 07:13:25,2025-04-06 07:13:25,TECH0004,4.78,223.82,41.23,265.05
WO0008202,AST000582,LOC0012,Preventive,P2,In Progress,Phone,2023-07-29 07:31:36,,TECH0042,7.03,362.94,52.42,415.36
WO0008203,AST000876,LOC0023,Corrective,P3,Closed,Web,2025-03-05 03:21:46,2025-03-20 03:21:46,TECH0030,4.87,364.56,165.69,530.25
WO0008204,AST000590,LOC0012,Corrective,P1,In Progress,Web,2023-06-18 14:02:24,,TECH0002,4.79,237.78,230.71,468.49
WO0008205,AST000866,LOC0008,Inspection,P1,Backlog,Phone,2024-05-02 06:40:57,,TECH0064,5.53,378.22,62.86,441.08
WO0008206,AST000383,LOC0003,Emergency,P3,In Progress,Auto Alert,2023-01-14 07:38:02,,TECH0038,5.0,295.68,215.32,511.0
WO0008207,AST000701,LOC0022,Inspection,P2,Closed,Mobile,2024-12-11 21:36:42,2024-12-20 21:36:42,TECH0013,8.9,674.34,28.06,702.4
WO0008208,AST000726,LOC0004,Inspection,P2,Closed,Mobile,2023-07-19 05:35:23,2023-08-06 05:35:23,TECH0047,4.94,319.87,2.83,322.7
WO0008209,AST000789,LOC0018,Corrective,P3,Closed,Web,2023-09-16 12:03:36,2023-09-28 12:03:36,TECH0058,3.24,171.46,218.74,390.2
WO0008210,AST000360,LOC0021,Preventive,P3,Closed,Auto Alert,2023-07-27 18:58:03,2023-08-12 18:58:03,TECH0042,5.73,405.73,57.06,462.79
WO0008211,AST000379,LOC0025,Corrective,P1,Closed,Mobile,2023-07-20 20:00:22,2023-07-28 20:00:22,TECH0028,12.69,775.74,337.0,1112.74
WO0008212,AST000712,LOC0014,Inspection,P2,Closed,Web,2023-03-26 20:26:31,2023-03-27 20:26:31,TECH0003,4.49,321.73,85.49,407.22
WO0008213,AST001083,LOC0006,Preventive,P2,Backlog,Mobile,2024-08-30 03:30:47,,TECH0054,3.1,211.42,234.62,446.04
WO0008214,AST000639,LOC0023,Corrective,P4,Backlog,Auto Alert,2025-08-08 04:14:10,,TECH0008,8.28,450.36,155.58,605.94
WO0008215,AST000528,LOC0019,Preventive,P3,Closed,Phone,2023-11-27 03:52:02,2023-12-01 03:52:02,TECH0035,7.57,481.84,104.31,586.15
WO0008216,AST000026,LOC0003,Preventive,P2,Closed,Web,2025-05-04 02:20:32,2025-05-20 02:20:32,TECH0049,2.5,148.1,489.32,637.42
WO0008217,AST000107,LOC0011,Inspection,P4,In Progress,Mobile,2024-08-18 05:15:24,,TECH0013,0.88,54.88,77.2,132.08
WO0008218,AST000801,LOC0014,Preventive,P3,Closed,Web,2023-10-06 15:46:25,2023-10-21 15:46:25,TECH0011,2.84,180.52,13.33,193.85
WO0008219,AST000177,LOC0004,Inspection,P2,Closed,Web,2023-03-09 13:07:05,2023-03-27 13:07:05,TECH0048,5.61,274.91,53.65,328.56
WO0008220,AST000492,LOC0004,Preventive,P4,Backlog,Web,2025-05-07 16:00:44,,TECH0022,2.22,150.78,223.94,374.72
WO0008221,AST000119,LOC0004,Corrective,P3,In Progress,Mobile,2023-01-26 02:04:47,,TECH0016,7.96,490.56,382.14,872.7
WO0008222,AST000963,LOC0005,Emergency,P3,Backlog,Auto Alert,2024-04-07 06:29:03,,TECH0032,15.04,784.68,265.85,1050.53
WO0008223,AST000290,LOC0007,Inspection,P3,In Progress,Web,2023-02-07 12:14:42,,TECH0063,0.87,46.37,108.04,154.41
WO0008224,AST000871,LOC0007,Inspection,P4,In Progress,Web,2025-04-29 04:40:25,,TECH0031,4.37,207.79,82.23,290.02
WO0008225,AST000575,LOC0020,Preventive,P2,In Progress,Mobile,2025-12-19 20:35:58,,TECH0011,4.49,379.07,327.75,706.82
WO0008226,AST000949,LOC0012,Preventive,P2,Closed,Phone,2023-12-20 16:38:27,2023-12-23 16:38:27,TECH0004,16.77,1083.2,131.89,1215.09
WO0008227,AST000567,LOC0023,Inspection,P2,Closed,Auto Alert,2023-12-10 09:39:00,2023-12-11 09:39:00,TECH0039,3.27,224.42,84.76,309.18
WO0008228,AST000316,LOC0010,Inspection,P4,Closed,Auto Alert,2024-09-10 07:06:47,2024-09-11 07:06:47,TECH0032,1.46,115.8,48.09,163.89
WO0008229,AST001156,LOC0025,Inspection,P1,Closed,Auto Alert,2024-07-03 16:18:00,2024-07-03 16:18:00,TECH0016,6.41,591.17,206.39,797.56
WO0008230,AST000897,LOC0009,Inspection,P1,Closed,Mobile,2024-02-22 20:43:30,2024-03-01 20:43:30,TECH0030,6.68,386.22,45.82,432.04
WO0008231,AST000774,LOC0013,Preventive,P2,Backlog,Mobile,2023-07-25 12:07:13,,TECH0046,19.04,1136.78,142.61,1279.39
WO0008232,AST000791,LOC0020,Preventive,P2,Closed,Phone,2023-10-02 13:50:31,2023-10-05 13:50:31,TECH0020,3.82,209.55,167.08,376.63
WO0008233,AST001048,LOC0014,Emergency,P3,Cancelled,Mobile,2024-10-03 06:25:55,,TECH0006,7.2,456.53,113.48,570.01
WO0008234,AST001105,LOC0010,Corrective,P2,Closed,Mobile,2025-03-15 03:43:21,2025-03-15 03:43:21,TECH0037,4.57,214.06,316.4,530.46
WO0008235,AST000193,LOC0011,Inspection,P4,Closed,Web,2025-04-02 03:50:00,2025-04-04 03:50:00,TECH0024,2.86,223.08,125.28,348.36
WO0008236,AST000783,LOC0012,Corrective,P3,Closed,Auto Alert,2024-07-19 12:45:04,2024-07-29 12:45:04,TECH0052,4.94,345.47,368.15,713.62
WO0008237,AST001099,LOC0004,Emergency,P3,Closed,Auto Alert,2025-04-04 15:39:18,2025-04-08 15:39:18,TECH0067,7.26,456.39,134.12,590.51
WO0008238,AST000135,LOC0025,Inspection,P4,Closed,Mobile,2024-10-10 06:08:18,2024-10-16 06:08:18,TECH0070,6.77,340.66,38.32,378.98
WO0008239,AST001022,LOC0011,Preventive,P1,Closed,Web,2024-01-26 03:17:09,2024-02-04 03:17:09,TECH0069,4.31,341.92,59.86,401.78
WO0008240,AST000647,LOC0006,Inspection,P3,Backlog,Mobile,2024-01-22 22:14:01,,TECH0068,4.03,243.92,38.94,282.86
WO0008241,AST000094,LOC0014,Preventive,P3,Closed,Web,2024-07-21 23:44:42,2024-08-04 23:44:42,TECH0003,10.77,886.54,199.41,1085.95
WO0008242,AST000769,LOC0014,Corrective,P2,Backlog,Web,2023-12-03 21:15:15,,TECH0049,5.28,327.12,39.71,366.83
WO0008243,AST000381,LOC0024,Inspection,P1,Closed,Web,2025-04-16 08:06:05,2025-04-16 08:06:05,TECH0027,4.4,289.07,42.84,331.91
WO0008244,AST001105,LOC0010,Preventive,P3,Closed,Auto Alert,2023-07-22 18:57:54,2023-08-02 18:57:54,TECH0017,3.86,202.58,121.22,323.8
WO0008245,AST001081,LOC0018,Preventive,P3,Cancelled,Auto Alert,2023-03-01 16:11:48,,TECH0069,1.6,123.27,323.2,446.47
WO0008246,AST000338,LOC0020,Corrective,P3,In Progress,Web,2024-06-21 19:14:25,,TECH0059,4.69,226.24,215.4,441.64
WO0008247,AST000996,LOC0012,Emergency,P2,Closed,Web,2023-03-20 17:13:31,2023-04-02 17:13:31,TECH0069,3.62,263.32,267.04,530.36
WO0008248,AST000434,LOC0009,Preventive,P2,Closed,Mobile,2023-07-29 18:49:50,2023-08-05 18:49:50,TECH0024,16.27,1281.81,221.61,1503.42
WO0008249,AST000247,LOC0013,Corrective,P4,Closed,Web,2024-02-16 23:08:00,2024-02-28 23:08:00,TECH0001,3.24,156.64,71.24,227.88
WO0008250,AST000989,LOC0012,Corrective,P1,In Progress,Auto Alert,2023-01-05 13:39:21,,TECH0014,16.65,1237.09,288.55,1525.64
WO0008251,AST000569,LOC0005,Corrective,P4,In Progress,Mobile,2023-09-02 16:50:01,,TECH0018,5.12,406.42,344.99,751.41
WO0008252,AST000732,LOC0003,Inspection,P3,Backlog,Web,2024-08-19 12:38:29,,TECH0023,1.57,108.83,69.08,177.91
WO0008253,AST000330,LOC0025,Corrective,P3,Closed,Auto Alert,2024-02-15 05:41:50,2024-02-26 05:41:50,TECH0059,4.6,326.01,345.5,671.51
WO0008254,AST000535,LOC0018,Inspection,P2,Closed,Mobile,2025-09-08 12:19:34,2025-09-16 12:19:34,TECH0004,2.32,159.7,59.87,219.57
WO0008255,AST000991,LOC0017,Inspection,P4,Closed,Phone,2023-04-13 15:49:51,2023-05-01 15:49:51,TECH0021,1.37,89.97,13.02,102.99
WO0008256,AST000867,LOC0009,Emergency,P4,Cancelled,Mobile,2025-02-27 02:21:53,,TECH0028,4.28,234.34,144.32,378.66
WO0008257,AST001182,LOC0011,Inspection,P3,Cancelled,Mobile,2024-10-10 05:58:15,,TECH0008,3.93,253.31,57.81,311.12
WO0008258,AST000036,LOC0023,Preventive,P3,Closed,Auto Alert,2024-12-06 10:44:37,2024-12-21 10:44:37,TECH0057,5.57,345.17,474.23,819.4
WO0008259,AST000969,LOC0025,Inspection,P3,Closed,Phone,2025-01-05 13:20:25,2025-01-12 13:20:25,TECH0020,4.08,341.81,23.58,365.39
WO0008260,AST000464,LOC0022,Corrective,P1,Backlog,Auto Alert,2023-02-27 07:57:25,,TECH0001,11.5,739.8,401.87,1141.67
WO0008261,AST000875,LOC0017,Preventive,P4,Closed,Mobile,2025-05-17 01:34:06,2025-05-27 01:34:06,TECH0017,4.43,286.55,136.47,423.02
WO0008262,AST000498,LOC0022,Corrective,P1,Backlog,Web,2023-12-29 20:12:10,,TECH0001,5.84,390.64,207.04,597.68
WO0008263,AST000202,LOC0018,Inspection,P3,Backlog,Mobile,2024-12-13 07:44:34,,TECH0006,4.72,328.09,48.51,376.6
WO0008264,AST000103,LOC0008,Preventive,P2,In Progress,Mobile,2023-11-18 21:05:48,,TECH0013,2.59,148.28,156.52,304.8
WO0008265,AST001193,LOC0017,Corrective,P3,In Progress,Auto Alert,2024-03-10 00:54:11,,TECH0039,3.86,287.61,229.41,517.02
WO0008266,AST001158,LOC0017,Corrective,P3,Closed,Mobile,2025-02-05 12:54:21,2025-02-13 12:54:21,TECH0014,1.12,71.9,233.26,305.16
WO0008267,AST000393,LOC0022,Corrective,P3,Closed,Auto Alert,2025-10-20 17:54:49,2025-10-25 17:54:49,TECH0016,2.7,195.33,199.65,394.98
WO0008268,AST001175,LOC0001,Inspection,P1,Backlog,Mobile,2025-08-19 08:58:43,,TECH0046,6.61,369.99,148.24,518.23
WO0008269,AST000947,LOC0011,Preventive,P2,Closed,Phone,2025-03-06 08:00:19,2025-03-06 08:00:19,TECH0026,7.1,451.84,199.2,651.04
WO0008270,AST000719,LOC0015,Inspection,P1,Closed,Mobile,2024-08-12 16:46:15,2024-08-20 16:46:15,TECH0012,10.38,829.06,58.94,888.0
WO0008271,AST000622,LOC0024,Inspection,P4,Backlog,Mobile,2024-07-31 19:27:47,,TECH0068,1.22,103.58,84.15,187.73
WO0008272,AST000401,LOC0006,Corrective,P1,Closed,Web,2025-11-23 08:20:40,2025-12-10 08:20:40,TECH0028,4.85,347.76,311.27,659.03
WO0008273,AST001002,LOC0011,Corrective,P4,In Progress,Mobile,2023-08-15 12:01:43,,TECH0038,1.83,98.5,274.01,372.51
WO0008274,AST000780,LOC0011,Preventive,P1,Closed,Mobile,2025-11-10 17:13:44,2025-11-22 17:13:44,TECH0045,8.98,418.39,57.44,475.83
WO0008275,AST001085,LOC0004,Preventive,P4,Closed,Web,2024-12-11 15:03:45,2024-12-23 15:03:45,TECH0005,1.48,106.11,152.23,258.34
WO0008276,AST001113,LOC0001,Corrective,P3,Closed,Mobile,2024-11-05 15:52:16,2024-11-18 15:52:16,TECH0017,11.67,989.92,196.99,1186.91
WO0008277,AST001099,LOC0004,Preventive,P4,Closed,Auto Alert,2024-10-09 22:24:55,2024-10-22 22:24:55,TECH0057,2.16,132.06,56.54,188.6
WO0008278,AST001049,LOC0017,Inspection,P3,Closed,Mobile,2025-06-08 15:54:17,2025-06-25 15:54:17,TECH0012,2.96,186.85,65.29,252.14
WO0008279,AST000769,LOC0014,Corrective,P3,Closed,Phone,2025-01-18 05:54:44,2025-01-30 05:54:44,TECH0016,6.36,431.06,247.5,678.56
WO0008280,AST000388,LOC0003,Preventive,P3,Backlog,Phone,2023-04-14 20:07:06,,TECH0063,8.51,767.51,144.51,912.02
WO0008281,AST000537,LOC0003,Preventive,P2,Backlog,Web,2025-05-05 07:57:31,,TECH0015,13.54,906.25,115.09,1021.34
WO0008282,AST000854,LOC0021,Inspection,P4,Closed,Auto Alert,2025-03-08 23:06:32,2025-03-16 23:06:32,TECH0016,3.04,203.99,63.66,267.65
WO0008283,AST000659,LOC0017,Preventive,P3,Closed,Web,2025-09-28 23:30:14,2025-10-16 23:30:14,TECH0070,6.44,394.86,76.11,470.97
WO0008284,AST000185,LOC0009,Corrective,P2,Closed,Mobile,2025-10-22 10:30:10,2025-10-30 10:30:10,TECH0063,3.24,214.29,160.16,374.45
WO0008285,AST000895,LOC0023,Preventive,P2,Closed,Phone,2025-11-05 05:12:25,2025-11-22 05:12:25,TECH0025,12.69,969.36,14.06,983.42
WO0008286,AST000808,LOC0005,Emergency,P3,Backlog,Mobile,2023-02-16 20:06:59,,TECH0067,13.29,778.98,223.85,1002.83
WO0008287,AST000320,LOC0007,Corrective,P4,Closed,Phone,2024-11-21 01:16:29,2024-11-28 01:16:29,TECH0047,20.14,1503.5,33.93,1537.43
WO0008288,AST000284,LOC0018,Corrective,P3,Cancelled,Mobile,2025-10-20 04:27:52,,TECH0065,5.68,426.48,169.85,596.33
WO0008289,AST000873,LOC0004,Corrective,P2,Closed,Mobile,2025-11-23 17:19:28,2025-12-02 17:19:28,TECH0018,3.62,206.96,268.32,475.28
WO0008290,AST000974,LOC0025,Preventive,P3,Closed,Web,2024-08-24 11:37:29,2024-09-01 11:37:29,TECH0034,3.19,233.12,163.76,396.88
WO0008291,AST001163,LOC0011,Corrective,P1,Backlog,Phone,2025-09-25 00:10:50,,TECH0019,18.41,1576.97,32.41,1609.38
WO0008292,AST000837,LOC0009,Preventive,P2,In Progress,Auto Alert,2025-08-22 02:02:22,,TECH0051,12.79,676.4,75.42,751.82
WO0008293,AST000885,LOC0008,Preventive,P4,In Progress,Phone,2023-01-03 20:42:19,,TECH0052,10.87,691.47,53.49,744.96
WO0008294,AST000014,LOC0024,Preventive,P2,Closed,Web,2025-08-27 01:28:16,2025-09-11 01:28:16,TECH0018,2.79,188.8,125.72,314.52
WO0008295,AST000596,LOC0009,Corrective,P2,Closed,Web,2024-11-29 04:35:13,2024-12-15 04:35:13,TECH0057,2.14,147.57,168.55,316.12
WO0008296,AST000674,LOC0015,Inspection,P1,Closed,Web,2024-09-20 05:27:57,2024-10-05 05:27:57,TECH0005,4.52,251.26,264.6,515.86
WO0008297,AST000124,LOC0018,Preventive,P1,Closed,Mobile,2023-07-15 10:10:33,2023-07-24 10:10:33,TECH0016,3.13,164.51,510.16,674.67
WO0008298,AST000544,LOC0022,Inspection,P1,Closed,Web,2025-10-02 22:53:43,2025-10-07 22:53:43,TECH0037,9.12,526.15,63.72,589.87
WO0008299,AST000081,LOC0017,Inspection,P1,Closed,Web,2023-11-20 05:39:46,2023-11-28 05:39:46,TECH0021,4.32,285.42,44.34,329.76
WO0008300,AST001127,LOC0024,Preventive,P3,Closed,Web,2024-04-02 12:21:44,2024-04-05 12:21:44,TECH0008,3.3,199.25,146.61,345.86
WO0008301,AST000163,LOC0001,Preventive,P4,Closed,Phone,2023-11-22 18:18:18,2023-12-02 18:18:18,TECH0043,2.65,195.48,44.07,239.55
WO0008302,AST000659,LOC0017,Preventive,P1,In Progress,Auto Alert,2025-11-27 18:11:40,,TECH0055,4.9,378.07,143.82,521.89
WO0008303,AST000887,LOC0019,Preventive,P4,Closed,Auto Alert,2024-06-13 00:38:48,2024-06-28 00:38:48,TECH0054,1.03,58.16,290.46,348.62
WO0008304,AST000135,LOC0025,Inspection,P3,Closed,Web,2023-05-05 20:32:41,2023-05-07 20:32:41,TECH0036,1.56,106.69,124.34,231.03
WO0008305,AST000444,LOC0005,Corrective,P2,Backlog,Auto Alert,2023-01-12 21:33:47,,TECH0034,10.85,716.68,425.43,1142.11
WO0008306,AST000953,LOC0022,Corrective,P2,Closed,Auto Alert,2025-12-09 06:55:22,2025-12-14 06:55:22,TECH0005,2.89,261.57,284.78,546.35
WO0008307,AST000617,LOC0008,Corrective,P2,In Progress,Mobile,2023-09-16 04:43:46,,TECH0062,10.57,642.93,416.55,1059.48
WO0008308,AST001054,LOC0017,Preventive,P3,Backlog,Mobile,2025-04-23 22:34:30,,TECH0051,4.51,311.92,17.14,329.06
WO0008309,AST000143,LOC0011,Inspection,P3,In Progress,Web,2023-02-01 21:17:55,,TECH0025,6.3,535.57,39.71,575.28
WO0008310,AST000666,LOC0013,Corrective,P2,Cancelled,Phone,2025-09-08 23:44:25,,TECH0035,6.88,310.59,324.22,634.81
WO0008311,AST000771,LOC0004,Preventive,P1,Closed,Web,2024-12-13 08:40:44,2024-12-31 08:40:44,TECH0038,3.52,281.03,91.33,372.36
WO0008312,AST001051,LOC0016,Corrective,P2,Closed,Web,2023-09-04 02:18:18,2023-09-20 02:18:18,TECH0033,3.51,206.71,1122.35,1329.06
WO0008313,AST000616,LOC0021,Preventive,P3,In Progress,Web,2025-08-31 18:28:39,,TECH0020,0.95,48.01,53.84,101.85
WO0008314,AST000374,LOC0014,Emergency,P1,Closed,Mobile,2023-11-23 02:38:33,2023-11-29 02:38:33,TECH0040,7.49,510.82,737.16,1247.98
WO0008315,AST000263,LOC0002,Corrective,P3,Closed,Phone,2025-12-28 13:53:09,2025-12-28 13:53:09,TECH0016,4.82,323.41,210.0,533.41
WO0008316,AST000351,LOC0020,Inspection,P3,Closed,Auto Alert,2024-10-18 11:23:06,2024-11-01 11:23:06,TECH0056,6.79,483.79,88.03,571.82
WO0008317,AST000217,LOC0009,Emergency,P3,In Progress,Auto Alert,2024-05-06 04:04:30,,TECH0066,13.2,958.48,105.75,1064.23
WO0008318,AST001063,LOC0011,Corrective,P1,In Progress,Phone,2023-03-06 01:46:59,,TECH0010,7.07,452.6,85.35,537.95
WO0008319,AST000253,LOC0002,Corrective,P3,In Progress,Web,2023-10-12 20:30:30,,TECH0003,2.53,209.14,179.55,388.69
WO0008320,AST000501,LOC0022,Corrective,P3,Backlog,Web,2023-03-05 20:02:08,,TECH0008,7.88,622.71,93.94,716.65
WO0008321,AST000139,LOC0021,Preventive,P4,Closed,Web,2025-07-23 03:33:45,2025-08-08 03:33:45,TECH0029,1.99,138.52,171.39,309.91
WO0008322,AST001194,LOC0025,Emergency,P3,Backlog,Mobile,2023-04-20 16:32:47,,TECH0012,3.74,256.9,159.52,416.42
WO0008323,AST000513,LOC0011,Corrective,P2,Closed,Web,2023-05-04 21:48:21,2023-05-10 21:48:21,TECH0044,9.51,731.82,166.64,898.46
WO0008324,AST001123,LOC0006,Inspection,P1,Cancelled,Auto Alert,2023-05-17 07:33:34,,TECH0022,2.5,163.9,99.06,262.96
WO0008325,AST000617,LOC0008,Corrective,P3,Backlog,Web,2025-12-02 19:00:01,,TECH0069,10.05,531.04,138.65,669.69
WO0008326,AST000645,LOC0010,Preventive,P3,Backlog,Web,2025-11-28 18:18:47,,TECH0053,1.0,64.08,64.22,128.3
WO0008327,AST000977,LOC0001,Corrective,P3,Backlog,Web,2025-02-21 17:55:41,,TECH0029,2.84,175.4,58.67,234.07
WO0008328,AST000942,LOC0014,Preventive,P3,Backlog,Mobile,2023-03-22 18:05:59,,TECH0042,1.97,131.07,384.08,515.15
WO0008329,AST001085,LOC0004,Preventive,P4,Closed,Web,2024-07-05 19:24:10,2024-07-12 19:24:10,TECH0042,5.51,293.86,124.72,418.58
WO0008330,AST000960,LOC0008,Corrective,P4,Backlog,Web,2025-11-04 12:12:22,,TECH0005,4.42,241.53,52.15,293.68
WO0008331,AST001078,LOC0009,Preventive,P2,Closed,Phone,2023-04-16 19:58:34,2023-04-18 19:58:34,TECH0036,8.12,622.63,160.87,783.5
WO0008332,AST000428,LOC0018,Emergency,P2,Backlog,Mobile,2025-05-18 23:27:57,,TECH0058,3.97,261.71,126.37,388.08
WO0008333,AST000026,LOC0003,Corrective,P4,Closed,Web,2023-01-20 22:11:21,2023-01-26 22:11:21,TECH0009,7.27,453.49,400.73,854.22
WO0008334,AST000554,LOC0016,Corrective,P3,Closed,Phone,2024-08-19 06:18:22,2024-09-06 06:18:22,TECH0004,8.52,519.13,192.37,711.5
WO0008335,AST000202,LOC0018,Preventive,P4,Closed,Web,2025-08-30 05:55:24,2025-09-18 05:55:24,TECH0018,1.68,106.97,130.33,237.3
WO0008336,AST001084,LOC0007,Preventive,P3,Closed,Auto Alert,2024-03-29 03:59:28,2024-03-30 03:59:28,TECH0015,2.24,149.93,29.18,179.11
WO0008337,AST000884,LOC0013,Corrective,P4,In Progress,Web,2025-05-09 22:19:42,,TECH0029,2.5,121.78,347.97,469.75
WO0008338,AST000610,LOC0014,Preventive,P1,In Progress,Phone,2025-07-11 17:13:22,,TECH0063,19.08,1168.96,136.0,1304.96
WO0008339,AST000722,LOC0012,Corrective,P3,Closed,Mobile,2023-12-22 18:28:29,2023-12-29 18:28:29,TECH0040,5.24,352.35,72.34,424.69
WO0008340,AST000362,LOC0003,Corrective,P3,Closed,Web,2024-12-04 07:47:16,2024-12-13 07:47:16,TECH0025,2.03,129.5,93.98,223.48
WO0008341,AST000939,LOC0003,Preventive,P1,Closed,Mobile,2024-05-19 16:18:41,2024-05-24 16:18:41,TECH0044,3.48,166.52,43.89,210.41
WO0008342,AST000154,LOC0019,Corrective,P2,Closed,Mobile,2024-04-17 22:14:09,2024-05-03 22:14:09,TECH0024,27.18,1780.88,275.23,2056.11
WO0008343,AST000913,LOC0009,Preventive,P2,In Progress,Phone,2025-05-25 17:01:29,,TECH0054,5.39,349.92,93.72,443.64
WO0008344,AST000512,LOC0023,Preventive,P1,In Progress,Auto Alert,2023-09-05 11:27:55,,TECH0014,5.57,324.97,40.56,365.53
WO0008345,AST000535,LOC0018,Inspection,P4,Closed,Phone,2023-05-12 00:23:14,2023-05-31 00:23:14,TECH0033,0.59,33.06,68.78,101.84
WO0008346,AST000540,LOC0002,Preventive,P4,In Progress,Mobile,2024-06-10 01:29:44,,TECH0013,1.55,104.29,142.04,246.33
WO0008347,AST001150,LOC0017,Preventive,P4,Cancelled,Mobile,2025-06-18 16:56:33,,TECH0068,6.85,454.76,99.33,554.09
WO0008348,AST000593,LOC0005,Corrective,P4,Backlog,Web,2023-06-28 11:29:22,,TECH0003,5.09,356.0,225.94,581.94
WO0008349,AST000029,LOC0023,Corrective,P4,Closed,Auto Alert,2024-01-08 12:55:49,2024-01-20 12:55:49,TECH0016,2.2,189.45,217.94,407.39
WO0008350,AST000905,LOC0008,Emergency,P4,Backlog,Web,2024-12-31 09:05:33,,TECH0060,25.09,1782.81,323.81,2106.62
WO0008351,AST001119,LOC0015,Inspection,P2,Closed,Phone,2024-06-06 03:42:54,2024-06-12 03:42:54,TECH0015,4.08,236.88,127.79,364.67
WO0008352,AST001174,LOC0019,Inspection,P2,Closed,Phone,2024-10-25 06:33:36,2024-10-29 06:33:36,TECH0052,16.29,1268.7,44.84,1313.54
WO0008353,AST000329,LOC0023,Corrective,P4,Closed,Web,2024-08-01 04:19:23,2024-08-08 04:19:23,TECH0030,1.83,114.9,158.76,273.66
WO0008354,AST000468,LOC0017,Corrective,P3,Closed,Phone,2025-06-06 00:40:31,2025-06-06 00:40:31,TECH0027,1.75,109.95,207.3,317.25
WO0008355,AST000321,LOC0018,Preventive,P3,Backlog,Phone,2025-08-16 09:45:25,,TECH0006,3.78,212.78,200.8,413.58
WO0008356,AST000972,LOC0022,Inspection,P3,Backlog,Mobile,2024-05-07 05:37:45,,TECH0053,0.75,53.29,33.64,86.93
WO0008357,AST000775,LOC0007,Corrective,P2,Closed,Mobile,2024-04-17 14:47:53,2024-04-23 14:47:53,TECH0044,4.83,301.03,99.05,400.08
WO0008358,AST000756,LOC0012,Preventive,P2,Closed,Web,2023-11-02 02:53:00,2023-11-21 02:53:00,TECH0020,7.14,529.63,284.86,814.49
WO0008359,AST001184,LOC0005,Corrective,P3,Closed,Web,2024-04-30 21:31:36,2024-05-01 21:31:36,TECH0031,7.51,535.23,255.24,790.47
WO0008360,AST001020,LOC0008,Inspection,P3,Backlog,Web,2025-07-04 20:28:12,,TECH0024,3.35,190.91,36.63,227.54
WO0008361,AST000164,LOC0016,Corrective,P2,Closed,Web,2024-07-03 07:26:18,2024-07-07 07:26:18,TECH0025,3.35,187.27,309.2,496.47
WO0008362,AST000511,LOC0019,Preventive,P3,Closed,Phone,2025-01-26 15:24:11,2025-01-28 15:24:11,TECH0062,7.42,503.78,38.24,542.02
